Gene,GSM3574340,GSM3574341,GSM3574342,GSM3574343,GSM3574344,GSM3574345,GSM3574346,GSM3574347,GSM3574348,GSM3574349,GSM3574350,GSM3574351,GSM3574352,GSM3574353,GSM3574354,GSM3574355,Symbol
H3f3al3,3.00598,3.00525,0,1.00252,1.00094,5.00786,0,1.00031,2.00943,2.00702,0,0,2.00081,2,0,0,H3f3al3
Or9i1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Or9i1b
Rps27a-ps5,1.00269,0,0,2.68173,0,3.00722,0,1.00511,0,0,0,1.00219,0,1.00334,1.00412,0,Rps27a-ps5
Rnase2,0,0,0,1,0,0,0,0,1,0,5,0,0,0,3,0,Rnase2
Uqcrc1,8883,10562,2956,10150,6355,35882,6916,3435,29903,8131,903,673,1362,1959,4703,1024,Uqcrc1
Gsta4l1,0,0,0,0,0,1,0,1.02171,5.02439,0,1.0111,0,0,0,0,0,Gsta4l1
Cdc42ep3,1136,1264,861,1777,1416,1938,715,934,1543,1358,595,600,648,681,746,216,Cdc42ep3
Foxb2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Foxb2
Rpl23al4,2.00456,0,0,1.00114,4.00398,2.00605,0,2.00592,5.0159,2.00349,0,0,1.00068,2.00117,0,0,Rpl23al4
Adcy2,87,103,45,93,82,170,18,48,90,60,29,38,37,30,70,3,Adcy2
Decr2,294,368,111,343,277,1095,191,122,1045,314,65,43,59,75,169,52,Decr2
Rpl14l2,0,1.00431,1.0031,3.01669,0,0,0,0,2.00591,1.00301,0,0,0,0,0,0,Rpl14l2
Cenpa,50,49,37,59,39,52,6,22,38,32,18,11,9,9,18,0,Cenpa
Ccdc15,46,52,32,23,101,91,30,40,56,56,27,32,43,39,49,0,Ccdc15
Scmh1,438,525,192,416,364,1378,330,211.9996,1397,472,111,115,145,175.0004,343,43,Scmh1
Retnlb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retnlb
Cfap97,262,307,220,288,313,325,174,258,309,376,220,189,215,249,217,37,Cfap97
Creb3l3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Creb3l3
Uqcrbl1,7276.5,7289.87,6322.85,13387.3,7344.8,6556.1,4320.22,6391.87,5392.98,6996.2,4682.36,4580.08,5363.32,5967.22,4714.65,643.299,Uqcrbl1
Eda,79.00001,93.99998,58.99995,74.99997,71.00005,120.0003,53,57.00002,128,85.00004,39.99996,34.00003,30,39.99997,46.00003,1,Eda
Cdyl,198,197,87,214,184,397,108,103,377,188,43,65,58,89,126,27,Cdyl
Crygd,1,1,0,1,0,5,0,2,5,1,0,1,1,0,5,0,Crygd
H4c14,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,H4c14
Mroh6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mroh6
Snrpgl1,529.629,414.292,169.57,907.104,457.739,0.0000163396,376.472,285.28,0,375.073,147.806,119.706,187.57,254.866,416.132,63,Snrpgl1
Plcd1,373,453,138,528,253,1823,270,141,1688,306,56,29,47,93,243,46,Plcd1
Gbp5,932.315,476.649,360.684,941.096,818.881,1019.84,552,572.621,1113.65,723.904,443.94,176.005,419.552,408.15,433.965,114.991,Gbp5
Acsm3,38.2594,6.45912,12.6242,13.1821,30.63,25.3185,0,5.83551,22.8971,20.9376,16.3662,5.20944,22.8132,18.3678,8.37951,0,Acsm3
Bank1,7,13,5,18.00002,18,10,15,6,17.00003,10,6,2,4,7,9,0,Bank1
Sin3a,1043.509,1165,664,1577,1170.825,1727,706,770,1499,1159.651,455,373,449,582.87,766.814,178.0003,Sin3a
Swt1,535,656,583,863,951,656,266,631,533,851,607,587,636,674,570.0001,59,Swt1
Cyp2d4,45,47.95,13,42.7061,22,289.827,60,17,268.867,19,7,3,2,12,44,2,Cyp2d4
Polg,393,456,169,451,325,1384,248,155,1222,386,70,54,80,128,257,73,Polg
